Book Id,Title,Author,Additional Authors,ISBN,MyRating,AverageRating,Publisher,Binding,Pages,Year Published,PublicationYear,YearRead,DateRead,Date Added,Bookshelves,Bookshelves with positions,ExclusiveShelf,My Review,ReadCount
17354208,Relentless: From Good to Great to Unstoppable,Tim S. Grover,,1476714207,2,4.03,Scribner,Paperback,272,2014,2014,2015,12/27/15,12/27/15,,,read,,1
12251604,Gunning for God: A Critique of the New Atheism,John C. Lennox,,745953220,5,4.31,Lion Books,Paperback,256,2011,2011,2016,7/31/16,9/5/16,,,read,"Dr Lennox's Intellectual vigor did not leave me without some (very) intense bouts of goosebumps. Indeed, I serve a living God!",1
22462318,"The art of scientific investigation - Beveridge, W. I. B. (William Ian Beardmore), 1908-",William Ian Beardmore Beveridge,,,0,4.22,,Kindle Edition,198,2012,1960,,,12/16/15,to-read,to-read (#17),to-read,,0
1718916,The Apostle: A Life of Paul,John Charles Pollock,,913367656,0,4.24,Billy Graham Evangelistic Association,Paperback,311,1996,1969,,,8/25/16,to-read,to-read (#28),to-read,,0
17345280,"Think: Why You Should Question Everything (Think, #1)",Guy P. Harrison,,1616148071,0,3.32,Prometheus Books,Paperback,240,2013,2013,,,8/3/16,to-read,to-read (#27),to-read,,0
27036528,Ego Is the Enemy,Ryan Holiday,,1591847818,4,4.14,Portfolio,Hardcover,226,2016,2016,2016,7/28/16,7/5/16,,,read,"Pretty tight! Only if The Donald could read this, unfortunately, 'they' said he does not *read.",1
25813921,"Grit: Passion, Perseverance, and the Science of Success",Angela Duckworth,,1442397144,4,4.07,Simon & Schuster Audio,Audiobook,9,2016,2016,2016,7/19/16,7/5/16,,,read,,1
79424,"The Way of the Superior Man: A Spiritual Guide to Mastering the Challenges of Women, Work, and Sexual Desire",David Deida,,1591792576,3,4.1,Sounds True,Paperback,202,2004,1997,2016,7/4/16,4/7/16,,,read,,1
22261056,The Head Game: High-Efficiency Analytic Decision Making and the Art of Solving Complex Problems Quickly,Philip Mudd,,871407884,2,3.62,Liveright,Hardcover,288,2015,2015,2016,7/4/16,5/8/16,,,read,,1
549386,Habits of the Mind: Intellectual life as a Christian calling,James W. Sire,,830822739,3,3.84,IVP Books,Paperback,263,2000,2000,2016,6/29/16,6/27/16,,,read,Paying careful attention to how Jesus made use of logical thinking is intriguing.,1
867556,"I Think, Therefore I Laugh: The Flip Side of Philosophy",John Allen Paulos,,231119151,0,3.41,Columbia University Press,Paperback,192,2000,1985,,,5/19/16,to-read,to-read (#26),to-read,,0
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield,Robert McKee,446691437,4,4.01,Warner Books,Paperback,168,2003,2002,2016,6/27/16,5/14/16,,,read,,1
38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,,812975219,4,4.05,Random House Trade Paperbacks,Paperback,368,2005,2001,2016,6/27/16,6/9/16,,,read,,1
16176,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,,60556579,0,4.04,Harper Perennial (HarperCollins),Paperback,405,2003,1993,,,2/14/16,to-read,to-read (#25),to-read,,0
863479,Meditations,Marcus Aurelius,Maxwell Staniforth,140441409,4,4.23,Penguin Classics,Mass Market Paperback,192,1964,180,2016,5/5/16,3/6/16,,,read,,1
25733966,Smarter Faster Better: The Secrets of Being Productive in Life and Business,Charles Duhigg,,081299339X,3,3.92,Random House,Hardcover,400,2016,2016,2016,5/5/16,4/15/16,,,read,,1
15814383,E-Squared: Nine Do-It-Yourself Energy Experiments That Prove Your Thoughts Create Your Reality,Pam Grout,,1401938906,0,3.96,Hay House Insights,Paperback,163,2013,2013,,,2/28/16,to-read,to-read (#24),to-read,,0
3828382,Tribes: We Need You to Lead Us,Seth Godin,,1591842336,3,3.81,Portfolio,Hardcover,151,2008,2008,2016,4/23/16,3/29/16,,,read,,1
18632010,Life Lessons From Freud,Brett Kahr,,1447245636,0,3.52,Macmillan,Paperback,118,2013,2013,,,4/17/16,to-read,to-read (#23),to-read,,0
6698909,How to Stay Motivated,Zig Ziglar,,1562077287,0,4.31,Ziglar Training Systems,Audio CD,,2002,1993,2016,4/1/16,3/22/16,,,read,"""Remember that failure is an event, not a person""",1
21898592,Antifrágil: Coisas que beneficiam da desordem,Nassim Nicholas Taleb,,9722054031,5,4.09,Publicações Dom Quixote,Capa comum,558,2014,2012,2016,4/15/16,3/20/16,,,read,"""Everything gains or loses from volatility. Fragility is what loses from volatility and uncertainty""",1
349426,"The Memory Book: The Classic Guide to Improving Your Memory at Work, at School, and at Play",Harry Lorayne,Jerry Lucas,345337581,0,3.98,Ballantine Books,Paperback,224,1986,1974,,,4/12/16,to-read,to-read (#22),to-read,,0
24623,The Golden Sayings of Epictetus,Epictetus,,1426400659,0,3.96,BiblioLife,Paperback,96,2007,2004,,,4/7/16,to-read,to-read (#21),to-read,,0
97412,On the Shortness of Life,Seneca,Charles Desmond Nuttall Costa,143036327,0,4.24,Penguin Books,Paperback,106,2005,49,,,4/7/16,to-read,to-read (#20),to-read,,0
368593,The 4-Hour Workweek,Timothy Ferriss,,307353133,4,3.87,Harmony Books,ebook,308,2007,2007,2016,3/17/16,3/29/16,,,read,"While the title might sound a little bit of an exaggeration depending on the domain you work, Tim divulges great strategies that will help you work less and at the same time, still get more done. This is not a book for slackers - simple message: you have to pay the price for insane productivity (that's if you want it).",1
95729,"The Art of Mindful Living: How to Bring Love, Compassion, and Inner Peace Into Your Daily Life",Thich Nhat Hanh,,1564557987,3,4.15,Sounds True,Audio CD,0,2000,1991,2016,1/1/16,2/6/16,,,read,,1
27834765,Nautilus 028 - 2050,Michael Segal,,,0,4,,ebook,150,2015,,2016,2/6/16,1/17/16,,,read,,1
6833940,Think Twice: Harnessing the Power of Counterintuition,Michael J. Mauboussin,,1422176754,3,3.88,Harvard Business Review Press,Hardcover,224,2009,2009,2016,1/30/16,1/17/16,,,read,,1
818155,A Feeling for the Organism: The Life and Work of Barbara McClintock,Evelyn Fox Keller,Benoît B. Mandelbrot,071671504X,2,3.98,W. H. Freeman,Paperback,235,1984,1983,2016,1/30/16,1/17/16,,,read,,1
51291,How to Lie with Statistics,Darrell Huff,Irving Geis,393310728,0,3.87,W. W. Norton & Company,Paperback,142,1982,1954,,,1/24/16,to-read,to-read (#19),to-read,,0
1880165,The Science of Being Great: The Practical Guide to a Life of Power,Wallace D. Wattles,,1585426288,0,4.09,Tarcherperigee,Paperback,131,2008,1931,,,12/12/15,to-read,to-read (#18),to-read,,0
38210,The Art of Happiness,Dalai Lama XIV,Howard C. Cutler,1573221112,4,4.16,Riverhead Hardcover,Hardcover,336,1998,1998,2016,1/9/16,12/29/15,,,read,,1
11468377,"Thinking, Fast and Slow",Daniel Kahneman,,374275637,5,4.14,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,2015,12/29/15,6/11/15,,,read,,1
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,,1400063515,5,3.92,Random House ,Hardcover,366,2007,2007,2015,10/30/15,10/17/15,,,read,,1
13531540,Paradox: The Nine Greatest Enigmas in Physics,Jim Al-Khalili,,307986799,0,3.94,Broadway Books,Paperback,256,2012,2012,,,9/5/15,to-read,to-read (#16),to-read,,0
11084145,Steve Jobs,Walter Isaacson,,1451648537,0,4.12,Simon & Schuster,Hardcover,656,2011,2011,,,7/4/15,to-read,to-read (#15),to-read,,0
192414,The Philosophers Toolkit: A Compendium of Philosophical Concepts and Methods,Julian Baggini,Peter S. Fosl,631228748,3,3.93,Wiley-Blackwell,Paperback,232,2002,2001,2015,12/16/15,12/12/15,,,read,,1
155980,The New Psycho-Cybernetics: The Original Science of Self-Improvement and Success That Has Changed the Lives of 30 Million People,Dan S.   Kennedy,Maxwell Maltz,735202850,3,4.29,Prentice Hall Press,Paperback,336,2002,1998,2015,12/12/15,12/4/15,,,read,,1
24040192,The New Tsar: The Rise and Reign of Vladimir Putin,Steven Lee Myers,,307961613,0,4.05,Knopf,Hardcover,592,2015,2014,,,11/16/15,to-read,to-read (#14),to-read,,0
23168483,The Most Good You Can Do: How Effective Altruism Is Changing Ideas About Living Ethically,Peter Singer,,300180276,3,3.86,Yale University Press,Hardcover,232,2015,2015,2015,11/15/15,11/7/15,,,read,,1
6271219,Problem Solving 101: A Simple Book for Smart People,Ken Watanabe,渡辺 健介,1591842425,4,4.08,Portfolio,Hardcover,111,2009,2007,2015,10/28/15,9/20/15,,,read,,1
13586941,HBR Guide to Getting the Right Work Done (HBR Guide Series),Harvard Business School Press,,142218711X,5,3.91,Harvard Business Review Press,Paperback,208,2012,2010,2015,10/26/15,10/21/15,,,read,,1
261592,Mean Genes: From Sex to Money to Food: Taming Our Primal Instincts,Terry Burnham,Jay Phelan,142000078,4,3.82,Penguin Books,Paperback,272,2001,2000,2015,10/21/15,9/30/15,,,read,,1
3510884,The Beginner's Guide to Winning the Nobel Prize: Advice for Young Scientists,Peter C. Doherty,,231138970,0,3.41,Columbia University Press,Paperback,320,2008,2006,,,10/14/15,to-read,to-read (#13),to-read,,0
437689,Advice for a Young Investigator,Santiago Ramón y Cajal,,262681501,0,3.95,MIT Press (MA),Paperback,150,2004,1897,,,10/14/15,to-read,to-read (#12),to-read,,0
905743,Advice To A Young Scientist,Peter Medawar,,465000924,0,3.77,Basic Books,Paperback,128,1981,1979,,,10/14/15,to-read,to-read (#11),to-read,,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,,307352145,0,4.06,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,,10/7/15,to-read,to-read (#10),to-read,,0
17817495,A Beginner's Guide to Investing: How to Grow Your Money the Smart and Easy Way,Alex H. Frey,Ivy Bytes,1477463992,3,3.9,Createspace Independent Publishing Platform,Paperback,100,2012,2011,2014,6/1/14,1/9/15,,,read,,1
23731881,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,J.K. Rowling,Joel Holland,316369152,4,4.23,"Little, Brown and Company",Hardcover,74,2015,2015,2015,9/17/15,9/18/15,,,read,,1
18668059,The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,Ryan Holiday,,1591846358,5,4.14,Portfolio,Hardcover,201,2014,2014,2015,9/12/15,9/12/15,,,read,,1
6346975,Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,,159420229X,4,3.87,"Penguin Press HC, The",Hardcover,307,2011,2011,2015,9/5/15,6/11/15,,,read,,1
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,,316010669,4,3.92,Back Bay Books,Paperback,296,2007,2005,2015,8/25/15,7/26/15,,,read,,1
23462640,"The Achievement Habit: Stop Wishing, Start Doing, and Take Command of Your Life",Bernard Roth,,62356100,0,3.67,HarperBusiness,Hardcover,288,2015,2015,,,7/27/15,to-read,to-read (#9),to-read,,0
10821625,Food versus Fuel: An Informed Introduction to Biofuels,Frank Rosillo-Calle,Francis X. Johnson,1848133839,3,3,Zed Books,Paperback,232,2010,2010,2015,7/27/15,7/27/15,,,read,,1
18079689,Social Physics: How Good Ideas Spread— The Lessons from a New Science,Alex Pentland,,1594205655,4,3.54,Penguin Press,Hardcover,320,2014,2014,2015,7/26/15,7/19/15,,,read,,1
95887,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,Brian Tracy,,1576754227,4,3.87,Berrett-Koehler Publishers,Paperback,128,2007,2001,2015,7/18/15,7/18/15,,,read,Eat that Frog!,1
161415,See You at the Top,Zig Ziglar,Al Mayton,1565547063,0,4.26,Pelican Publishing Company,Hardcover,384,2000,1974,,,7/4/15,to-read,to-read (#8),to-read,,0
14553696,"Blog, Inc.: Blogging for Passion, Profit, and to Create Community",Joy Deangdeelert Cho,Meg Mateo Ilasco,1452107203,4,3.65,Chronicle Books,Paperback,184,2012,2012,2015,7/4/15,6/29/15,,,read,,1
17978489,"The Future of the Mind: The Scientific Quest to Understand, Enhance, and Empower the Mind",Michio Kaku,,038553082X,0,4.07,Doubleday,Hardcover,400,2014,2014,,,6/29/15,to-read,to-read (#7),to-read,,0
17660462,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,,316219266,0,4.13,"Little, Brown and Company",Hardcover,384,2013,2013,,,6/29/15,to-read,to-read (#6),to-read,,0
12675109,"Great by Choice: Uncertainty, Chaos, and Luck—Why Some Thrive Despite Them All",James C. Collins,Morten T. Hansen,,0,4.09,HarperBusiness,Kindle Edition,183,2011,2011,,,6/29/15,to-read,to-read (#5),to-read,,0
18378002,Intuition Pumps And Other Tools for Thinking,Daniel C. Dennett,,393348784,0,3.79,W. W. Norton  Company,Paperback,496,2014,2013,,,6/29/15,to-read,to-read (#4),to-read,,0
13539039,"The Wisdom of Psychopaths: What Saints, Spies, and Serial Killers Can Teach Us About Success",Kevin Dutton,,374291357,0,3.73,"Scientific American / Farrar, Straus and Giroux",Hardcover,222,2012,2012,,,6/29/15,to-read,to-read (#3),to-read,,0
23461338,The Least Likely Man: Marshall Nirenberg and the Discovery of the Genetic Code,Franklin H. Portugal,,262028476,4,3.54,Mit Press,Hardcover,200,2015,2015,2015,6/29/15,6/24/15,,,read,,1
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,Stephen J. Dubner,61234001,4,3.96,William Morrow,Hardcover,320,2006,2005,2015,6/16/15,6/11/15,,,read,,1
50937,"First, Break All the Rules: What the World's Greatest Managers Do Differently",Marcus Buckingham,Curt Coffman,684852861,0,3.92,Gallup Press,Hardcover,272,1999,1998,,,6/11/15,to-read,to-read (#2),to-read,,0
345149,Boundaries in Dating,Henry Cloud,John  Townsend,310200342,3,4.11,Zondervan,Paperback,288,2000,1999,2015,4/20/15,5/10/15,,,read,,1
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,,006124189X,5,4.18,HarperBusiness,Paperback,320,2006,1984,2015,5/10/15,4/15/15,,,read,,1
8034188,Where Good Ideas Come from: The Natural History of Innovation,Steven Johnson,,1594487715,3,4.03,Riverhead Books,Hardcover,326,2010,2010,2015,4/15/15,2/12/15,,,read,A riveting history of innovation!,1
23700356,My Watch Volume 1: Early Life and Military,Olusegun Obasanjo,,,0,3.77,Prestige,ebook,,2015,2015,,,4/12/15,to-read,to-read (#1),to-read,,0
2477223,Managing Oneself,Peter F. Drucker,,142212312X,5,4.1,Harvard Business Review Press,Paperback,72,2008,2007,2015,2/12/15,1/25/15,,,read,'Knowing where one belongs can transform an ordinary person - hardworking and competent but otherwise mediocre - into an outstanding performer',1
18693609,No Hero: The Evolution of a Navy SEAL,Mark Owen,Kevin Maurer,052595452X,4,4.12,Dutton,Hardcover,304,2014,2014,2015,1/20/15,1/9/15,,,read,Stay in your three-foot world!!!,1
759945,The Magic of Thinking Big,David J. Schwartz,,671646788,3,4.23,Touchstone,Paperback,320,1987,1959,2014,10/1/14,1/9/15,,,read,,1
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,Sharon Lechter,751532711,4,4.04,Time Warner Books UK,Paperback,195,2007,1997,2014,4/1/14,1/9/15,,,read,,1
15869231,The Elements of Investing: Easy Lessons for Every Investor,Burton G. Malkiel,,1118484878,4,4.08,Wiley,Hardcover,182,2013,2009,2014,7/1/14,1/9/15,,,read,,1
10865206,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",Kelly McGonigal,,1583334386,4,4.14,Avery,Hardcover,275,2011,2011,2014,12/1/14,1/9/15,,,read,,1
13589182,Mastery,Robert Greene,,670024961,4,4.28,Viking,Hardcover,318,2012,2012,2014,8/1/14,1/9/15,,,read,,1
7845157,"Bounce: Mozart, Federer, Picasso, Beckham, and the Science of Success",Matthew Syed,,61723754,4,4.06,Harper,Hardcover,320,2010,2010,2015,1/1/15,1/9/15,,,read,,1
17407126,The Power of Ambition,Jim Rohn,,,3,4.41,,,,,1994,2014,11/1/14,1/9/15,,,read,,1
3228917,Outliers: The Story of Success,Malcolm Gladwell,,316017922,5,4.14,"Little, Brown and Company",Hardcover,309,2008,2008,2014,10/1/14,1/9/15,,,read,,1
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley,William D. Danko,671015206,4,4.02,Gallery Books,Paperback,258,1998,1995,2014,9/1/14,1/9/15,,,read,,1
640384,The Winning Attitude: Your Pathway to Personal Success,John C. Maxwell,,785275355,3,4.15,Thomas Nelson,Paperback,214,1996,1984,2014,8/1/14,1/9/15,,,read,,1
389921,Today Matters: 12 Daily Practices to Guarantee Tomorrow's Success,John C. Maxwell,,1931722528,3,4.2,Center Street,Paperback,313,2005,2005,2014,6/1/14,1/9/15,,,read,,1
653396,Feel the Fear and Do It Anyway,Susan  Jeffers,,449902927,3,4.03,Ballantine Books,Paperback,240,1998,1987,2014,5/1/14,1/9/15,,,read,,1
4865,How to Win Friends and Influence People,Dale Carnegie,,,5,4.19,Gallery Books,Paperback,288,1998,1936,2014,4/1/14,1/9/15,,,read,,1
